channel,unit_id,spike_time_sec,is_mua,is_noise
0,1,2.7151,True,False
0,1,3.292125,True,False
0,1,3.2944,True,False
0,1,3.32245,True,False
0,1,17.035225,True,False
0,1,17.08555,True,False
0,1,17.1047,True,False
0,1,17.13525,True,False
0,1,17.33515,True,False
0,1,17.378925,True,False
0,1,17.9351,True,False
0,1,27.313875,True,False
0,1,27.61385,True,False
0,1,27.739925,True,False
0,1,27.745375,True,False
0,1,27.8904,True,False
0,1,27.913775,True,False
0,1,27.971975,True,False
0,1,28.05535,True,False
0,1,28.05765,True,False
0,1,28.26475,True,False
0,1,28.52475,True,False
0,1,29.709825,True,False
0,1,29.98895,True,False
0,1,29.99355,True,False
0,1,31.04165,True,False
0,1,32.74155,True,False
0,1,35.31865,True,False
0,1,35.36,True,False
0,1,35.457125,True,False
0,1,35.460025,True,False
0,1,35.474775,True,False
0,1,35.4981,True,False
0,1,35.5556,True,False
0,1,35.6147,True,False
0,1,35.69815,True,False
0,1,35.741225,True,False
0,1,35.798025,True,False
0,1,35.8081,True,False
0,1,35.81095,True,False
0,1,35.82655,True,False
0,1,35.831425,True,False
0,1,35.858075,True,False
0,1,35.88135,True,False
0,1,35.888925,True,False
0,1,35.8915,True,False
0,1,35.898075,True,False
0,1,35.924775,True,False
0,1,35.95975,True,False
0,1,35.96475,True,False
0,1,35.974825,True,False
0,1,35.97655,True,False
0,1,36.059875,True,False
0,1,36.074775,True,False
0,1,36.224525,True,False
0,1,36.226475,True,False
0,1,36.473775,True,False
0,1,37.4123,True,False
0,1,37.593425,True,False
0,1,37.6934,True,False
0,1,37.79345,True,False
0,1,38.1437,True,False
0,1,39.047625,True,False
0,1,39.069125,True,False
0,1,39.107675,True,False
0,1,42.893125,True,False
0,1,42.9685,True,False
0,1,43.205575,True,False
0,1,43.3247,True,False
0,1,43.343025,True,False
0,1,43.358025,True,False
0,1,43.3914,True,False
0,1,43.408075,True,False
0,1,43.4246,True,False
0,1,43.4265,True,False
0,1,43.45335,True,False
0,1,43.49145,True,False
0,1,43.514625,True,False
0,1,43.5262,True,False
0,1,43.556975,True,False
0,1,43.557975,True,False
0,1,43.559875,True,False
0,1,48.971975,True,False
0,1,50.52415,True,False
0,1,57.269125,True,False
0,1,57.569075,True,False
0,1,57.66905,True,False
0,1,57.769025,True,False
0,1,57.869,True,False
0,1,58.1689,True,False
0,1,67.345275,True,False
0,1,67.366175,True,False
0,1,67.445275,True,False
0,1,67.545225,True,False
0,1,67.6452,True,False
0,1,67.745225,True,False
0,1,67.7695,True,False
0,1,67.845175,True,False
0,1,67.94515,True,False
0,1,68.095475,True,False
0,1,68.107125,True,False
0,1,68.148425,True,False
0,1,77.5992,True,False
0,1,77.799175,True,False
0,1,77.842175,True,False
0,1,77.899125,True,False
0,1,78.0991,True,False
0,1,78.2991,True,False
0,1,84.1421,True,False
0,1,84.149475,True,False
0,1,84.298325,True,False
0,1,84.529325,True,False
0,1,84.862775,True,False
0,1,85.2204,True,False
0,1,85.242425,True,False
0,1,85.27595,True,False
0,1,85.6747,True,False
0,1,85.677175,True,False
0,1,85.6839,True,False
0,1,85.7095,True,False
0,1,86.4158,True,False
0,1,86.41805,True,False
0,1,86.48265,True,False
0,1,87.35065,True,False
0,1,87.450625,True,False
0,1,87.550625,True,False
0,1,87.650625,True,False
0,1,87.7506,True,False
0,1,87.85055,True,False
0,1,88.05055,True,False
0,1,88.250525,True,False
0,1,97.423625,True,False
0,1,97.52365,True,False
0,1,97.623625,True,False
0,1,97.7236,True,False
0,1,97.9236,True,False
0,1,98.223475,True,False
0,1,98.323475,True,False
0,1,100.19185,True,False
0,1,103.93655,True,False
0,1,107.47475,True,False
0,2,2.772125,True,False
0,2,2.80555,True,False
0,2,2.82225,True,False
0,2,2.85055,True,False
0,2,3.2962,True,False
0,2,3.308375,True,False
0,2,3.3106,True,False
0,2,17.18555,True,False
0,2,17.285525,True,False
0,2,17.3855,True,False
0,2,17.485525,True,False
0,2,17.785425,True,False
0,2,27.16425,True,False
0,2,27.2642,True,False
0,2,27.464225,True,False
0,2,27.5642,True,False
0,2,27.66415,True,False
0,2,27.731275,True,False
0,2,27.7646,True,False
0,2,27.91695,True,False
0,2,27.96405,True,False
0,2,27.965525,True,False
0,2,27.97425,True,False
0,2,27.977075,True,False
0,2,28.01455,True,False
0,2,28.017,True,False
0,2,28.05995,True,False
0,2,28.14245,True,False
0,2,28.241325,True,False
0,2,28.257575,True,False
0,2,28.259725,True,False
0,2,28.26695,True,False
0,2,28.4519,True,False
0,2,29.9909,True,False
0,2,30.4505,True,False
0,2,30.9003,True,False
0,2,31.393475,True,False
0,2,35.350275,True,False
0,2,35.36695,True,False
0,2,35.455175,True,False
0,2,35.46695,True,False
0,2,35.4792,True,False
0,2,35.490375,True,False
0,2,35.50035,True,False
0,2,35.507025,True,False
0,2,35.553025,True,False
0,2,35.5687,True,False
0,2,35.5777,True,False
0,2,35.600325,True,False
0,2,35.6169,True,False
0,2,35.6336,True,False
0,2,35.6777,True,False
0,2,35.742875,True,False
0,2,35.750225,True,False
0,2,35.752,True,False
0,2,35.76685,True,False
0,2,35.77355,True,False
0,2,35.790425,True,False
0,2,35.806925,True,False
0,2,35.82365,True,False
0,2,35.866925,True,False
0,2,35.8736,True,False
0,2,35.90025,True,False
0,2,35.907025,True,False
0,2,35.923625,True,False
0,2,35.933575,True,False
0,2,35.9502,True,False
0,2,35.9609,True,False
0,2,35.96685,True,False
0,2,35.9686,True,False
0,2,35.98355,True,False
0,2,36.00015,True,False
0,2,36.0052,True,False
0,2,36.016875,True,False
0,2,36.023675,True,False
0,2,36.033525,True,False
0,2,36.050125,True,False
0,2,36.051975,True,False
0,2,36.057075,True,False
0,2,36.0669,True,False
0,2,36.077575,True,False
0,2,36.0813,True,False
0,2,36.083525,True,False
0,2,36.110025,True,False
0,2,36.162375,True,False
0,2,36.17365,True,False
0,2,36.183575,True,False
0,2,36.2002,True,False
0,2,36.229475,True,False
0,2,36.423425,True,False
0,2,36.468525,True,False
0,2,37.711475,True,False
0,2,37.7161,True,False
0,2,37.74375,True,False
0,2,37.74525,True,False
0,2,37.7478,True,False
0,2,38.094125,True,False
0,2,38.995825,True,False
0,2,42.886225,True,False
0,2,42.91675,True,False
0,2,43.007,True,False
0,2,43.0351,True,False
0,2,43.050075,True,False
0,2,43.06675,True,False
0,2,43.0685,True,False
0,2,43.073425,True,False
0,2,43.08345,True,False
0,2,43.1069,True,False
0,2,43.12355,True,False
0,2,43.14015,True,False
0,2,43.1501,True,False
0,2,43.1551,True,False
0,2,43.156875,True,False
0,2,43.173525,True,False
0,2,43.2168,True,False
0,2,43.2235,True,False
0,2,43.240125,True,False
0,2,43.255075,True,False
0,2,43.26695,True,False
0,2,43.26855,True,False
0,2,43.273525,True,False
0,2,43.285175,True,False
0,2,43.3069,True,False
0,2,43.316775,True,False
0,2,43.323525,True,False
0,2,43.35015,True,False
0,2,43.351925,True,False
0,2,43.36695,True,False
0,2,43.400175,True,False
0,2,43.433525,True,False
0,2,43.4456,True,False
0,2,43.451175,True,False
0,2,43.466975,True,False
0,2,43.473525,True,False
0,2,43.4835,True,False
0,2,43.490225,True,False
0,2,43.494225,True,False
0,2,43.50955,True,False
0,2,43.5169,True,False
0,2,43.5236,True,False
0,2,43.533525,True,False
0,2,43.566825,True,False
0,2,43.581025,True,False
0,2,44.3084,True,False
0,2,44.3167,True,False
0,2,45.20455,True,False
0,2,45.209925,True,False
0,2,45.2126,True,False
0,2,45.219375,True,False
0,2,45.221725,True,False
0,2,45.225225,True,False
0,2,45.32935,True,False
0,2,45.331725,True,False
0,2,48.4631,True,False
0,2,50.65365,True,False
0,2,57.31945,True,False
0,2,57.419425,True,False
0,2,57.5194,True,False
0,2,57.619375,True,False
0,2,57.71935,True,False
0,2,57.819325,True,False
0,2,57.919325,True,False
0,2,58.019275,True,False
0,2,58.119275,True,False
0,2,58.21925,True,False
0,2,67.36335,True,False
0,2,67.3679,True,False
0,2,67.3956,True,False
0,2,67.495525,True,False
0,2,67.5381,True,False
0,2,67.59555,True,False
0,2,67.695525,True,False
0,2,67.7955,True,False
0,2,67.895475,True,False
0,2,67.9598,True,False
0,2,67.995475,True,False
0,2,68.0459,True,False
0,2,68.097475,True,False
0,2,68.1459,True,False
0,2,68.248225,True,False
0,2,70.193125,True,False
0,2,77.499225,True,False
0,2,77.699225,True,False
0,2,77.999125,True,False
0,2,83.2138,True,False
0,2,83.406375,True,False
0,2,83.670925,True,False
0,2,84.25285,True,False
0,2,84.281425,True,False
0,2,84.3008,True,False
0,2,84.333475,True,False
0,2,84.865075,True,False
0,2,84.91085,True,False
0,2,85.203775,True,False
0,2,85.21505,True,False
0,2,85.228125,True,False
0,2,85.283475,True,False
0,2,85.351475,True,False
0,2,85.431775,True,False
0,2,85.679275,True,False
0,2,86.4207,True,False
0,2,86.422825,True,False
0,2,87.50105,True,False
0,2,87.80095,True,False
0,2,87.90095,True,False
0,2,88.000925,True,False
0,2,88.1009,True,False
0,2,88.300875,True,False
0,2,97.474,True,False
0,2,97.573975,True,False
0,2,97.67395,True,False
0,2,97.773925,True,False
0,2,97.873925,True,False
0,2,97.9739,True,False
0,2,98.0739,True,False
0,2,98.173875,True,False
0,2,98.273875,True,False
0,2,98.373825,True,False
0,2,100.193925,True,False
0,2,112.281575,True,False
0,3,2.13625,False,False
0,3,2.28625,False,False
0,3,2.5698,False,False
0,3,2.722075,False,False
0,3,2.7388,False,False
0,3,2.74845,False,False
0,3,2.753225,False,False
0,3,2.788775,False,False
0,3,2.803275,False,False
0,3,2.82005,False,False
0,3,2.836425,False,False
0,3,3.086825,False,False
0,3,3.094075,False,False
0,3,3.18915,False,False
0,3,3.239025,False,False
0,3,3.29865,False,False
0,3,3.303675,False,False
0,3,3.32025,False,False
0,3,3.337,False,False
0,3,3.351375,False,False
0,3,3.38215,False,False
0,3,3.60385,False,False
0,3,3.6872,False,False
0,3,3.703825,False,False
0,3,3.7205,False,False
0,3,3.753925,False,False
0,3,3.770625,False,False
0,3,3.803875,False,False
0,3,3.82065,False,False
0,3,3.8656,False,False
0,3,3.9039,False,False
0,3,3.970675,False,False
0,3,4.004,False,False
0,3,4.0207,False,False
0,3,4.0374,False,False
0,3,4.054125,False,False
0,3,4.1375,False,False
0,3,4.20415,False,False
0,3,4.22085,False,False
0,3,4.3898,False,False
0,3,5.500025,False,False
0,3,7.67295,False,False
0,3,10.79135,False,False
0,3,11.92925,False,False
0,3,12.42555,False,False
0,3,13.304175,False,False
0,3,13.6379,False,False
0,3,17.33025,False,False
0,3,17.380075,False,False
0,3,17.5352,False,False
0,3,18.7286,False,False
0,3,27.21675,False,False
0,3,27.364525,False,False
0,3,27.50025,False,False
0,3,27.657075,False,False
0,3,27.7479,False,False
0,3,27.767325,False,False
0,3,27.843025,False,False
0,3,27.885325,False,False
0,3,28.133575,False,False
0,3,28.2477,False,False
0,3,28.66695,False,False
0,3,29.27445,False,False
0,3,29.735475,False,False
0,3,29.99615,False,False
0,3,30.05815,False,False
0,3,30.153425,False,False
0,3,30.323725,False,False
0,3,30.453,False,False
0,3,30.753125,False,False
0,3,31.414825,False,False
0,3,32.03795,False,False
0,3,32.1934,False,False
0,3,32.36505,False,False
0,3,34.7837,False,False
0,3,35.081425,False,False
0,3,35.09815,False,False
0,3,35.28145,False,False
0,3,35.298175,False,False
0,3,35.3148,False,False
0,3,35.331475,False,False
0,3,35.3336,False,False
0,3,35.336575,False,False
0,3,35.348125,False,False
0,3,35.36475,False,False
0,3,35.38145,False,False
0,3,35.3837,False,False
0,3,35.3981,False,False
0,3,35.4003,False,False
0,3,35.40995,False,False
0,3,35.4148,False,False
0,3,35.416975,False,False
0,3,35.4267,False,False
0,3,35.431475,False,False
0,3,35.433625,False,False
0,3,35.4433,False,False
0,3,35.448075,False,False
0,3,35.45035,False,False
0,3,35.464775,False,False
0,3,35.481425,False,False
0,3,35.49295,False,False
0,3,35.517,False,False
0,3,35.53145,False,False
0,3,35.548075,False,False
0,3,35.550275,False,False
0,3,35.5646,False,False
0,3,35.566925,False,False
0,3,35.569975,False,False
0,3,35.576575,False,False
0,3,35.581375,False,False
0,3,35.5836,False,False
0,3,35.59325,False,False
0,3,35.5981,False,False
0,3,35.609625,False,False
0,3,35.631425,False,False
0,3,35.6365,False,False
0,3,35.64045,False,False
0,3,35.648025,False,False
0,3,35.650325,False,False
0,3,35.66475,False,False
0,3,35.676275,False,False
0,3,35.681425,False,False
0,3,35.683625,False,False
0,3,35.693125,False,False
0,3,35.695775,False,False
0,3,35.7003,False,False
0,3,35.7097,False,False
0,3,35.71475,False,False
0,3,35.731425,False,False
0,3,35.74805,False,False
0,3,35.76475,False,False
0,3,35.770025,False,False
0,3,35.776575,False,False
0,3,35.7814,False,False
0,3,35.7836,False,False
0,3,35.80025,False,False
0,3,35.803275,False,False
0,3,35.8099,False,False
0,3,35.8147,False,False
0,3,35.816975,False,False
0,3,35.8336,False,False
0,3,35.843025,False,False
0,3,35.848025,False,False
0,3,35.850275,False,False
0,3,35.859625,False,False
0,3,35.864725,False,False
0,3,35.869925,False,False
0,3,35.87655,False,False
0,3,35.88355,False,False
0,3,35.9099,False,False
0,3,35.9147,False,False
0,3,35.9169,False,False
0,3,35.9263,False,False
0,3,35.931425,False,False
0,3,35.94805,False,False
0,3,35.962775,False,False
0,3,35.98135,False,False
0,3,35.990425,False,False
0,3,35.992975,False,False
0,3,35.99805,False,False
0,3,36.0097,False,False
0,3,36.014675,False,False
0,3,36.026375,False,False
0,3,36.0313,False,False
0,3,36.0365,False,False
0,3,36.043225,False,False
0,3,36.048025,False,False
0,3,36.064725,False,False
0,3,36.076475,False,False
0,3,36.098075,False,False
0,3,36.10325,False,False
0,3,36.1647,False,False
0,3,36.1765,False,False
0,3,36.181325,False,False
0,3,36.1866,False,False
0,3,36.198025,False,False
0,3,36.209625,False,False
0,3,36.214675,False,False
0,3,36.216825,False,False
0,3,36.21995,False,False
0,3,36.283575,False,False
0,3,36.343225,False,False
0,3,36.5168,False,False
0,3,36.581325,False,False
0,3,36.7167,False,False
0,3,36.91455,False,False
0,3,36.936325,False,False
0,3,37.0001,False,False
0,3,37.0334,False,False
0,3,37.047925,False,False
0,3,37.064675,False,False
0,3,37.1835,False,False
0,3,37.198025,False,False
0,3,37.2433,False,False
0,3,37.297775,False,False
0,3,37.3433,False,False
0,3,37.416725,False,False
0,3,37.428475,False,False
0,3,37.4334,False,False
0,3,37.445575,False,False
0,3,37.4645,False,False
0,3,37.472325,False,False
0,3,37.56845,False,False
0,3,37.6439,False,False
0,3,37.709475,False,False
0,3,37.843925,False,False
0,3,37.9097,False,False
0,3,37.9477,False,False
0,3,38.043975,False,False
0,3,38.7527,False,False
0,3,39.014125,False,False
0,3,39.051925,False,False
0,3,42.864525,False,False
0,3,42.88865,False,False
0,3,42.89785,False,False
0,3,42.900125,False,False
0,3,42.91455,False,False
0,3,42.931225,False,False
0,3,42.9335,False,False
0,3,42.94785,False,False
0,3,42.964575,False,False
0,3,42.966825,False,False
0,3,42.969825,False,False
0,3,42.98115,False,False
0,3,42.993025,False,False
0,3,42.997925,False,False
0,3,43.0001,False,False
0,3,43.014575,False,False
0,3,43.01975,False,False
0,3,43.03115,False,False
0,3,43.04295,False,False
0,3,43.04795,False,False
0,3,43.053075,False,False
0,3,43.0646,False,False
0,3,43.0762,False,False
0,3,43.08125,False,False
0,3,43.097925,False,False
0,3,43.100125,False,False
0,3,43.10305,False,False
0,3,43.114575,False,False
0,3,43.1167,False,False
0,3,43.119825,False,False
0,3,43.1313,False,False
0,3,43.1335,False,False
0,3,43.13655,False,False
0,3,43.14555,False,False
0,3,43.147925,False,False
0,3,43.1646,False,False
0,3,43.1668,False,False
0,3,43.181225,False,False
0,3,43.183525,False,False
0,3,43.197925,False,False
0,3,43.20015,False,False
0,3,43.203175,False,False
0,3,43.214575,False,False
0,3,43.2313,False,False
0,3,43.233625,False,False
0,3,43.2365,False,False
0,3,43.24305,False,False
0,3,43.24795,False,False
0,3,43.25015,False,False
0,3,43.264625,False,False
0,3,43.276275,False,False
0,3,43.281225,False,False
0,3,43.283475,False,False
0,3,43.28655,False,False
0,3,43.297975,False,False
0,3,43.30305,False,False
0,3,43.31465,False,False
0,3,43.326175,False,False
0,3,43.331275,False,False
0,3,43.3335,False,False
0,3,43.34805,False,False
0,3,43.364625,False,False
0,3,43.369925,False,False
0,3,43.3813,False,False
0,3,43.383575,False,False
0,3,43.392925,False,False
0,3,43.398,False,False
0,3,43.4146,False,False
0,3,43.431325,False,False
0,3,43.436525,False,False
0,3,43.448025,False,False
0,3,43.45695,False,False
0,3,43.460925,False,False
0,3,43.46465,False,False
0,3,43.4698,False,False
0,3,43.481375,False,False
0,3,43.486575,False,False
0,3,43.498,False,False
0,3,43.50015,False,False
0,3,43.51985,False,False
0,3,43.531325,False,False
0,3,43.54805,False,False
0,3,43.55025,False,False
0,3,43.553125,False,False
0,3,43.56465,False,False
0,3,43.568575,False,False
0,3,43.766875,False,False
0,3,44.148025,False,False
0,3,44.4838,False,False
0,3,45.31505,False,False
0,3,45.8319,False,False
0,3,45.8485,False,False
0,3,45.998625,False,False
0,3,46.015325,False,False
0,3,46.598675,False,False
0,3,46.750925,False,False
0,3,46.83205,False,False
0,3,47.16545,False,False
0,3,47.54895,False,False
0,3,47.765675,False,False
0,3,47.849,False,False
0,3,47.949,False,False
0,3,48.1157,False,False
0,3,48.132475,False,False
0,3,48.1992,False,False
0,3,48.201275,False,False
0,3,48.21965,False,False
0,3,48.2825,False,False
0,3,48.3158,False,False
0,3,49.04755,False,False
0,3,50.699775,False,False
0,3,56.46805,False,False
0,3,57.601675,False,False
0,3,58.35585,False,False
0,3,62.5886,False,False
0,3,64.8485,False,False
0,3,66.835425,False,False
0,3,67.532825,False,False
0,3,67.76455,False,False
0,3,67.973625,False,False
0,3,68.245925,False,False
0,3,68.302575,False,False
0,3,68.36475,False,False
0,3,68.3742,False,False
0,3,68.85515,False,False
0,3,68.92975,False,False
0,3,69.342525,False,False
0,3,69.3885,False,False
0,3,69.49275,False,False
0,3,69.931575,False,False
0,3,70.572725,False,False
0,3,75.27435,False,False
0,3,77.351875,False,False
0,3,78.001,False,False
0,3,78.252175,False,False
0,3,80.360025,False,False
0,3,81.24595,False,False
0,3,82.3633,False,False
0,3,82.3945,False,False
0,3,82.59475,False,False
0,3,82.844875,False,False
0,3,82.99485,False,False
0,3,83.09495,False,False
0,3,83.147225,False,False
0,3,83.2117,False,False
0,3,83.22835,False,False
0,3,83.2805,False,False
0,3,83.450825,False,False
0,3,83.45685,False,False
0,3,83.59755,False,False
0,3,83.628275,False,False
0,3,83.6688,False,False
0,3,83.6737,False,False
0,3,83.728725,False,False
0,3,83.905375,False,False
0,3,84.22795,False,False
0,3,84.250775,False,False
0,3,84.47155,False,False
0,3,84.505875,False,False
0,3,84.91385,False,False
0,3,84.965125,False,False
0,3,85.196425,False,False
0,3,85.20145,False,False
0,3,85.2093,False,False
0,3,85.2963,False,False
0,3,85.309225,False,False
0,3,85.36305,False,False
0,3,85.396375,False,False
0,3,85.42475,False,False
0,3,85.4295,False,False
0,3,85.798775,False,False
0,3,85.813375,False,False
0,3,85.8322,False,False
0,3,85.9134,False,False
0,3,85.946775,False,False
0,3,85.963425,False,False
0,3,86.11335,False,False
0,3,86.41355,False,False
0,3,86.4971,False,False
0,3,86.499425,False,False
0,3,86.7012,False,False
0,3,87.647875,False,False
0,3,87.950575,False,False
0,3,88.150525,False,False
0,3,88.2009,False,False
0,3,94.621875,False,False
0,3,97.808275,False,False
0,3,99.929525,False,False
0,3,105.484525,False,False
0,3,106.1168,False,False
0,3,109.851375,False,False
0,3,109.875925,False,False
0,3,109.895775,False,False
0,3,110.55015,False,False
